court,casenum,file_date,top_ct_desc,top_ct_statute,n_ct,ojo_burg_cat
TULSA,CF-2019-00315,1/17/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-00346,1/18/19,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
TULSA,CF-2019-00376,1/22/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00379,1/22/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-00379,1/22/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-00384,1/22/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-00418,1/24/19,BURGLARY - FIRST DEGREE,21.1431,4,FIRST DEGREE
TULSA,CF-2019-00426,1/24/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,1,SECOND DEGREE
TULSA,CF-2019-00426,1/24/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,1,SECOND DEGREE
TULSA,CF-2019-00438,1/25/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-00441,1/25/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,4,FIRST DEGREE
TULSA,CF-2019-00446,1/25/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-00450,1/28/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-00455,1/28/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00464,1/28/19,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
TULSA,CF-2019-00470,1/28/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00477,1/28/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-00483,1/29/19,BURGLARY OF AUTOMOBILE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-00483,1/29/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00531,1/31/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00543,1/31/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00549,2/1/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00549,2/1/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00549,2/1/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00577,2/4/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-00586,2/4/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00588,2/4/19,BURGLARY OF AUTOMOBILE,21.1435,4,SECOND DEGREE
TULSA,CF-2019-00588,2/4/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00593,2/4/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-00600,2/5/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00616,2/5/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-00617,2/5/19,BURGLARY - SECOND DEGREE AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00626,2/6/19,BURGLARY OF AUTOMOBILE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-00634,2/6/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-00644,2/8/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-00685,2/11/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00710,2/12/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-00713,2/12/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00713,2/12/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00732,2/12/19,ATTEMPTED BURGLARY - THIRD DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-00805,2/19/19,BURGLARY OF AUTOMOBILE,21.1435,4,SECOND DEGREE
TULSA,CF-2019-00818,2/20/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00832,2/20/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,8,SECOND DEGREE
TULSA,CF-2019-00839,2/21/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-00839,2/21/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-00876,2/22/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-00880,2/22/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00887,2/22/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-00900,2/25/19,BURGLARY - FIRST DEGREE,21.1431,5,FIRST DEGREE
TULSA,CF-2019-00919,2/25/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-00921,2/25/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-00924,2/25/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-00936,2/26/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-00952,2/27/19,BURGLARY - FIRST DEGREE,21.1431,9,FIRST DEGREE
TULSA,CF-2019-00952,2/27/19,BURGLARY - FIRST DEGREE,21.1431,9,FIRST DEGREE
TULSA,CF-2019-00995,3/1/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,3,SECOND DEGREE
TULSA,CF-2019-01001,3/1/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01001,3/1/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01002,3/1/19,BURGLARY OF AUTOMOBILE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01026,3/4/19,BURGLARY OF AUTOMOBILE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-01079,3/7/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01087,3/7/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01087,3/7/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01110,3/8/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-01117,3/8/19,BURGLARY - 3RD DEGREE (AUTOMOBILE),21.1435,9,SECOND DEGREE
TULSA,CF-2019-01129,3/11/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01131,3/11/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01136,3/11/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01141,3/11/19,BURGLARY OF AUTOMOBILE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01151,3/11/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01161,3/11/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,1,SECOND DEGREE
TULSA,CF-2019-01173,3/12/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-01174,3/12/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01174,3/12/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-01179,3/12/19,BURGLARY OF AUTOMOBILE,21.1435,5,SECOND DEGREE
TULSA,CF-2019-01179,3/12/19,BURGLARY OF AUTOMOBILE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-01227,3/14/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
TULSA,CF-2019-01229,3/15/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01257,3/15/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01262,3/18/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01267,3/18/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01305,3/19/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,2,SECOND DEGREE
TULSA,CF-2019-01305,3/19/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,2,SECOND DEGREE
TULSA,CF-2019-01317,3/19/19,BURGLARY - SECOND DEGREE,21.1435,7,SECOND DEGREE
TULSA,CF-2019-01320,3/20/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01324,3/20/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-01326,3/20/19,BURGLARY - FIRST DEGREE,21.1431,4,FIRST DEGREE
TULSA,CF-2019-01351,3/21/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01358,3/21/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-01363,3/21/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,2,SECOND DEGREE
TULSA,CF-2019-01365,3/21/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01377,3/22/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01396,3/22/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-01396,3/22/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-01407,3/22/19,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
TULSA,CF-2019-01414,3/22/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01449,3/25/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-01451,3/25/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01475,3/26/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,6,SECOND DEGREE
TULSA,CF-2019-01501,3/28/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01501,3/28/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01502,3/28/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01540,3/29/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-01544,3/29/19,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
TULSA,CF-2019-01560,4/1/19,ATTEMPTED BURGLARY,21.1431,2,FIRST DEGREE
TULSA,CF-2019-01561,4/1/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-01565,4/1/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01571,4/1/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-01573,4/1/19,ATTEMPTED BURGLARY - SECOND DEGREE,21.1435,5,SECOND DEGREE
TULSA,CF-2019-01607,4/3/19,BURGLARY OF AUTOMOBILE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01637,4/4/19,BURGLARY - SECOND DEGREE,21.1435,4,SECOND DEGREE
TULSA,CF-2019-01638,4/4/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-01643,4/4/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01660,4/5/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-01669,4/5/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01680,4/5/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01684,4/8/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01703,4/8/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01708,4/8/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01715,4/9/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01723,4/9/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01728,4/9/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,2,SECOND DEGREE
TULSA,CF-2019-01743,4/9/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01744,4/9/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,1,SECOND DEGREE
TULSA,CF-2019-01748,4/9/19,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
TULSA,CF-2019-01773,4/10/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-01784,4/11/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01790,4/11/19,BURGLARY OF AUTOMOBILE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-01808,4/12/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-01826,4/12/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-01832,4/12/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01832,4/12/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01843,4/15/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01856,4/15/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-01870,4/16/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,3,SECOND DEGREE
TULSA,CF-2019-01870,4/16/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,3,SECOND DEGREE
TULSA,CF-2019-01873,4/16/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01879,4/16/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01879,4/16/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-01883,4/16/19,BURGLARY - THIRD DEGREE,21.1435B,1,THIRD DEGREE
TULSA,CF-2019-01883,4/16/19,BURGLARY - THIRD DEGREE,21.1435B,4,THIRD DEGREE
TULSA,CF-2019-01887,4/17/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-01892,4/17/19,BURGLARY - FIRST DEGREE,21.1431,4,FIRST DEGREE
TULSA,CF-2019-01905,4/17/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,1,SECOND DEGREE
TULSA,CF-2019-01906,4/17/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,6,SECOND DEGREE
TULSA,CF-2019-01934,4/18/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-01940,4/18/19,ATTEMPTED BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-01951,4/18/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-01961,4/22/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,11,SECOND DEGREE
TULSA,CF-2019-01982,4/22/19,BURGLARY OF AUTOMOBILE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-01997,4/23/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02011,4/24/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02015,4/24/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02035,4/25/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-02038,4/25/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02054,4/26/19,BURGLARY - SECOND DEGREE,21.1435,4,SECOND DEGREE
TULSA,CF-2019-02060,4/26/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02080,4/29/19,BURGLARY - SECOND DEGREE,"21.1435,A",3,SECOND DEGREE
TULSA,CF-2019-02085,4/29/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02088,4/29/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02092,4/29/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02095,4/29/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-02106,4/30/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-02110,4/30/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02110,4/30/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02110,4/30/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02122,5/1/19,BURGLARY- 3RD DEGREE,21.1435.B,1,THIRD DEGREE
TULSA,CF-2019-02130,5/1/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02139,5/1/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02142,5/1/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02149,5/2/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02162,5/2/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02169,5/3/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02186,5/3/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02188,5/3/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,1,SECOND DEGREE
TULSA,CF-2019-02188,5/3/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,1,SECOND DEGREE
TULSA,CF-2019-02191,5/3/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-02203,5/3/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,1,SECOND DEGREE
TULSA,CF-2019-02230,5/7/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-02236,5/7/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02256,5/8/19,BURGLARY OF AUTOMOBILE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02256,5/8/19,BURGLARY OF AUTOMOBILE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02268,5/8/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02278,5/9/19,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
TULSA,CF-2019-02289,5/9/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02319,5/10/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02338,5/13/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02349,5/14/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02355,5/14/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-02359,5/14/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02368,5/15/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02369,5/15/19,ATTEMPTED BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02375,5/15/19,BURGLARY- 3RD DEGREE,21.1435.B,2,THIRD DEGREE
TULSA,CF-2019-02378,5/15/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02387,5/15/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02387,5/15/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02389,5/15/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02389,5/15/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02392,5/15/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02395,5/16/19,BURGLARY - SECOND DEGREE,21.1435,6,SECOND DEGREE
TULSA,CF-2019-02404,5/16/19,BURGLARY OF AUTOMOBILE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02426,5/17/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02443,5/21/19,ATTEMPTED BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02449,5/21/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02454,5/21/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02462,5/22/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02472,5/22/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02477,5/23/19,BURGLARY OF AUTOMOBILE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02505,5/24/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02509,5/24/19,BURGLARY- 3RD DEGREE,21.1435.B,1,THIRD DEGREE
TULSA,CF-2019-02511,5/24/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02511,5/24/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02511,5/24/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02518,5/28/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02522,5/28/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02545,5/29/19,BURGLARY - FIRST DEGREE,21.1431,4,FIRST DEGREE
TULSA,CF-2019-02545,5/29/19,BURGLARY - FIRST DEGREE,21.1431,4,FIRST DEGREE
TULSA,CF-2019-02566,5/30/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02566,5/30/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02571,5/30/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02574,5/30/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02622,6/4/19,BURGLARY- 3RD DEGREE,21.1435.B,1,THIRD DEGREE
TULSA,CF-2019-02634,6/5/19,BURGLARY OF AUTOMOBILE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02645,6/5/19,BURGLARY OF AUTOMOBILE,21.1435,6,SECOND DEGREE
TULSA,CF-2019-02647,6/6/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02652,6/6/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02683,6/7/19,BURGLARY - SECOND DEGREE,21.1435,5,SECOND DEGREE
TULSA,CF-2019-02689,6/10/19,BURGLARY- 3RD DEGREE,21.1435.B,1,THIRD DEGREE
TULSA,CF-2019-02720,6/12/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02726,6/12/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02745,6/13/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,1,SECOND DEGREE
TULSA,CF-2019-02745,6/13/19,BURGLARY - SECOND DEGREE (AUTOMOBILE),21.1435,2,SECOND DEGREE
TULSA,CF-2019-02769,6/14/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02771,6/14/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02785,6/14/19,BURGLARY OF AUTOMOBILE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02800,6/17/19,BURGLARY - FIRST DEGREE,21.1431,3,FIRST DEGREE
TULSA,CF-2019-02827,6/18/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02847,6/18/19,ATTEMPTED BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02864,6/20/19,BURGLARY - FIRST DEGREE,21.1431,1,FIRST DEGREE
TULSA,CF-2019-02881,6/20/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02922,6/21/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02927,6/21/19,BURGLARY - SECOND DEGREE,21.1435,3,SECOND DEGREE
TULSA,CF-2019-02928,6/21/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02928,6/21/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02928,6/21/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02934,6/24/19,BURGLARY - SECOND DEGREE,21.1435,1,SECOND DEGREE
TULSA,CF-2019-02935,6/24/19,ATTEMPTED BURGLARY-FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02936,6/24/19,BURGLARY - FIRST DEGREE,21.1431,2,FIRST DEGREE
TULSA,CF-2019-02938,6/24/19,BURGLARY - SECOND DEGREE,21.1435,2,SECOND DEGREE
TULSA,CF-2019-02941,6/24/19,BURGLARY OF AUTOMOBILE,21.1435,2,SECOND DEGREE
